# Directed graph (each unordered pair of nodes is saved once): WikiTalk.txt 
6	126185
25	328447
25	2262718
48	115
63	680242
69	1055932
81	1175132
116	165517
131	96504
138	389014
149	1456
168	89168
181	461618
201	1167854
206	268711
213	19871
241	216352
261	562422
280	2707
297	1775488
299	1207465
327	1304
361	51631
374	4
393	48524
412	243610
421	5483
458	149
483	265138
519	183749
545	101248
555	2375978
699	3058
747	933
780	288109
823	4156
844	18306
860	88027
886	1924
903	1377
923	13056
941	118780
954	87754
965	129316
989	362
999	318232
1013	1194684
1029	107690
1038	249850
1066	1159
1075	324162
1089	1366081
1103	26752
1113	89256
1113	1329961
1122	4235
1129	2017291
1177	1432173
1190	473742
1199	103824
1216	2072956
1244	56061
1291	8193
1304	73506
1329	1195441
1344	1704639
1382	91430
1394	124368
1425	106120
1446	42428
1454	325348
1468	18782
1501	1039
1511	291144
1527	287093
1551	144276
1573	4984
1591	171301
1600	1682
1611	1097654
1618	1650232
1638	810272
1659	710798
1661	1017952
1692	1431
1698	941920
1713	1078934
1720	536142
1722	1620321
1731	1868851
1760	1315860
1764	902582
1764	1373064
1764	2032940
1782	1375087
1799	478209
1806	188230
1834	1241676
1882	10863
1896	3510
1896	1548134
1898	2208898
1909	1600654
1913	1863784
1913	2191077
1935	180039
1962	1758157
1978	996284
1985	1626534
1987	1311718
2017	922324
2023	2039600
2043	75076
2053	557767
2093	515485
2117	8750
2201	6096
2233	243524
2277	123863
2297	1976660
2327	792223
2333	2028699
2365	1581426
2376	790237
2387	1900617
2390	1482670
2406	1043744
2418	444493
2424	2370767
2525	1121
2548	1921129
2569	68
2584	954
2598	1387212
2607	360075
2607	1815916
2624	1995880
2641	1936212
2707	51094
2743	2195459
2780	172
2851	563996
2857	2258645
2871	1564018
2910	1911908
2931	1632974
2951	104269
3036	6718
3052	844023
3058	2024168
3119	1261068
3185	325034
3215	388732
3215	1667348
3215	1955895
3215	2039499
3215	2095195
3215	2138860
3215	2191759
3215	2252485
3215	2306115
3215	2355948
3245	7034
3277	1869
3312	878837
3336	1925153
3354	2140516
3430	332646
3443	452280
3458	1556
3496	810081
3511	1291494
3525	595088
3554	1213265
3581	1911167
3600	1488252
3627	1191608
3658	1686279
3658	2186548
3687	81747
3704	6154
3759	19173
3800	560956
3805	1812805
3823	166920
3827	1506497
3878	775347
3952	19914
3996	9501
4018	1199861
4036	1329
4045	1421205
4099	2857
4133	305323
4171	500074
4199	690885
4250	434078
4276	1028000
4294	1274901
4312	1158433
4320	2241880
4339	1050619
4428	195555
4441	64256
4466	479739
4543	20629
4551	2239907
4565	367308
4565	1096184
4576	940521
4634	3309
4678	1745
4690	753979
4709	24248
4728	15306
4797	712157
4820	710003
4847	776419
4889	971669
4935	370760
4936	848903
4972	442077
4990	11728
5032	2198
5091	1532315
5139	9462
5169	1564294
5226	317572
5273	876033
5372	4052
5410	948793
5496	2871
5565	4320
5686	19399
5758	1898
5758	1616791
5782	1085187
5813	1377005
5837	448072
5952	103968
5986	289841
6075	9595
6117	1014447
6210	130379
6252	16441
6355	1056988
6399	56217
6454	1256285
6504	659567
6568	4080
6587	582432
6712	311685
6714	1577149
6718	370791
6732	735493
6777	1014155
6856	379
6927	1717135
6997	3637
7031	1301280
7097	1006285
7167	18901
7238	30299
7301	4719
7307	874022
7318	1218980
7334	1496289
7408	37542
7423	5197
7438	448490
7438	1540169
7452	1899173
7554	1494987
7605	268889
7605	808977
7712	767067
7756	1633681
7756	2236922
7812	2136290
7902	1071743
8003	1121
8056	1041499
8103	1236977
8133	1419964
8159	939512
8272	2388160
8350	500
8409	135458
8457	1784016
8539	111000
8593	764464
8618	1312145
