# Directed graph (each unordered pair of nodes is saved once): WikiTalk.txt 
2	22920
3	359
3	967
3	1579
3	2874
3	4450
3	4586
3	4745
3	4883
3	5014
3	5136
3	6707
3	13431
3	31538
3	90398
3	162722
3	181107
3	189726
3	198374
3	239850
3	263230
3	279792
3	314862
3	352928
3	405972
3	493300
3	564542
3	615604
3	707510
3	777236
3	883925
3	964056
3	1035044
3	1081058
3	1114162
3	1147563
3	1186152
4	384
4	1346
4	3981
4	12755
4	96543
5	142
5	933
5	2035
5	4517
5	11129
5	27574
5	50486
5	74184
5	85465
5	86579
5	89214
5	90408
5	91215
5	92246
5	93500
5	94474
5	95208
5	96142
5	97669
5	98880
5	100475
5	101995
5	106296
5	174568
5	184644
5	200228
5	203675
5	207629
5	213790
5	220239
5	224301
6	88
6	833
6	2472
6	8195
6	25021
6	34054
6	35841
6	38352
6	40538
6	45094
6	48247
6	50045
6	51790
6	52898
6	54172
6	55220
6	56679
6	57878
6	60323
6	63742
6	67422
6	69670
6	70534
6	75753
6	82092
6	87281
6	126185
6	131566
6	134261
6	137870
6	162048
6	172910
6	198007
6	209827
6	230502
6	262419
6	280550
6	553702
11	774
11	6668
11	25968
11	28729
11	34550
11	40595
12	16
14	3014
17	809
17	5837
17	33279
17	151553
17	236673
17	259445
17	273149
17	307427
17	334126
17	365909
17	408612
17	443265
17	478223
17	525400
17	570274
17	659695
19	182
19	3602
19	13452
19	25386
19	37305
19	48069
19	58888
19	74802
19	100875
19	124015
19	151791
19	217763
19	320569
19	492637
19	600768
19	755477
19	848500
19	975044
19	1068552
19	1195182
19	1322078
19	1574422
19	2055638
19	2134356
19	2258538
19	2354363
22	862
22	7000
22	32238
22	51436
22	69389
22	78560
22	86920
22	90691
22	100163
22	104792
22	107679
22	112207
22	131576
22	139531
22	180095
22	233132
22	307238
22	426513
22	1042695
24	532
24	3430
24	22631
24	262932
25	306
25	1808
25	3338
25	5782
25	10437
25	18542
25	35729
25	67265
25	89297
25	124585
25	148234
25	183351
25	220111
25	248131
25	271328
25	328447
25	371285
25	426907
25	474065
25	520583
25	562648
25	622309
25	651880
25	654587
25	661566
25	716650
25	800111
25	832773
25	846918
25	848812
25	850933
25	853594
25	873710
25	904696
25	938122
25	963005
25	981345
25	987883
25	994126
25	1004412
25	1006136
25	1012037
25	1015233
25	1015534
25	1019266
25	1021408
25	1027571
25	1029518
25	1031529
25	1033266
25	1035737
25	1038491
25	1071907
25	1107800
25	1164042
25	1236473
25	1315663
25	1393491
25	1459142
25	1533201
25	1552576
25	1555465
25	1557265
25	1558046
25	1561354
25	1563067
25	1563534
25	1564403
25	1568363
25	1569142
25	1569499
25	1569938
25	1570224
25	1570459
25	1575239
25	1592549
25	1592732
25	1694477
25	1913287
25	1982339
25	2043288
25	2087756
25	2088430
25	2089205
25	2092744
25	2099590
25	2101721
25	2117306
25	2131313
25	2134163
25	2135537
25	2135772
25	2142657
25	2155202
25	2167598
25	2175173
25	2182478
25	2182864
25	2193567
25	2212611
25	2212924
25	2220192
25	2227037
25	2227678
25	2234122
25	2236663
25	2241042
25	2247500
25	2249132
25	2249529
25	2249927
25	2250383
25	2250639
25	2254622
25	2255609
25	2262718
25	2263668
25	2263959
25	2264734
25	2268869
25	2269326
25	2281487
28	140
32	3
33	724
33	2534
33	11696
34	220
34	155068
35	895
35	3493
35	19652
35	138864
35	1714334
39	119
39	1157
39	2826
39	2963
39	77912
41	224245
41	312328
41	350190
41	691234
41	1032776
45	2301
45	7583
45	14517
45	22896
45	29109
45	29212
45	29322
45	31266
45	58144
45	95415
45	152744
45	242537
45	407279
45	562570
45	735657
45	871665
45	1085584
45	1301705
45	1466669
45	1648663
45	1755467
45	1852834
45	1862531
45	1868521
45	1874023
45	1880275
45	1888221
45	1896351
45	1904357
45	1912641
45	1919753
45	1931799
45	1938047
45	1948217
45	1959849
45	1971247
45	1985421
45	1997487
45	2008010
45	2022813
45	2035814
45	2048092
45	2058041
45	2070340
45	2081785
45	2096009
45	2107810
45	2120455
45	2132265
45	2147246
45	2158785
45	2169857
45	2182423
45	2196280
45	2212471
45	2226532
45	2238329
45	2251167
45	2263474
45	2278723
45	2292752
45	2305836
45	2321589
45	2336722
45	2349327
45	2359313
45	2369850
45	2382084
46	94
46	764
47	104
48	115
48	2223
48	15110
48	323942
50	113
50	700
50	1624
50	7173
50	14809
50	82145
52	1015
54	499
54	56655
58	23240
62	1075
62	4802
62	16106
62	113992
62	567395
62	652118
62	707639
62	737890
62	747515
62	757156
62	765900
62	825525
63	887
63	2058
63	4206
63	6777
63	12313
63	22079
63	36783
63	57928
63	74345
63	97453
63	118377
63	136837
63	183260
63	214928
63	250455
63	278910
63	301755
63	309514
63	312030
63	315771
63	319920
63	326033
63	328304
63	329412
63	331001
63	332891
63	334465
63	337844
63	340984
63	341970
63	345235
63	350522
63	352399
63	360303
63	370823
63	376149
63	378564
63	384226
63	384593
63	389815
63	393060
63	396493
63	402217
63	404277
63	412299
63	414465
63	418690
63	422573
63	426579
63	430339
63	432220
63	432539
63	435214
63	442976
63	445656
63	453433
63	454234
63	455864
63	459111
63	460488
63	464204
63	471510
63	478962
63	486616
63	488210
63	494094
63	503609
63	515574
63	531725
63	548538
63	559511
63	572112
63	587362
63	620030
63	680242
63	728581
63	772628
63	971442
63	1382807
63	1748872
64	16799
64	1850037
65	249986
66	532
66	1875
66	4251
66	7194
66	14238
66	26155
66	46085
66	68135
66	85560
66	111487
66	131746
66	143896
66	161623
66	176130
66	191699
66	208705
66	219939
66	236251
66	258132
66	282959
66	314330
66	347889
66	381715
66	386647
66	386841
66	387136
66	387946
66	388063
66	388184
66	394792
66	404019
66	428197
66	450991
66	454008
66	457557
66	460901
66	463137
66	468788
66	473558
66	475380
66	478723
66	483897
66	486322
66	503999
66	526995
66	536325
66	537417
66	540556
66	543935
66	573042
66	628778
66	654670
66	815199
66	946996
66	1446647
66	1449028
68	2292
68	89126
69	1451
69	5000
69	11728
69	47867
69	129258
69	253855
69	426929
69	579932
69	681042
69	739356
69	763948
69	789545
69	811142
69	820631
69	832099
69	842994
69	851718
69	868665
69	877199
69	886232
69	900668
69	911757
69	932942
69	943100
69	952591
69	973286
69	983242
69	994677
69	999531
69	1015262
69	1020071
69	1031302
69	1045773
69	1055932
69	1063427
69	1070047
69	1078007
69	1088125
69	1095485
69	1108006
69	1112587
69	1124132
69	1135263
69	1143679
69	1151046
69	1160016
69	1167046
69	1176319
69	1188408
69	1196590
69	1202866
72	6216
72	278894
72	1262765
72	1262931
72	1288841
72	1320775
72	1320965
72	1338493
72	1365848
73	418
73	2142
73	3805
73	6210
73	9163
73	14364
73	20863
73	33439
73	65575
73	167225
73	693332
73	1439347
74	113767
74	1128159
74	1468123
74	1516169
74	1710915
77	1400
77	11689
77	56442
77	982677
78	3071
78	29244
78	137532
79	853
79	1982
79	4972
79	12148
79	35451
79	93206
79	194961
79	373928
79	801250
80	447
80	1218
80	2017
80	3279
80	4739
80	7163
80	9704
80	12909
80	18455
80	30159
80	53504
80	74317
80	172445
80	804719
80	2236941
81	1672
81	5641
81	18336
81	60294
81	99381
81	119493
81	203931
81	240143
81	287671
81	328803
81	388818
81	465717
81	507328
81	535179
81	561274
81	583834
81	632813
81	689135
81	847572
81	902445
81	989070
81	1025180
81	1032352
81	1063271
81	1124709
81	1175132
81	1264475
81	1333988
81	1472159
81	1567257
81	2037664
82	145
82	17087
82	354224
83	1007
83	3690
83	7202
83	13534
83	28398
83	50649
83	88628
83	148317
83	237909
83	409327
83	584484
83	747685
83	806473
83	840604
83	1018204
83	1309491
83	1490569
83	1617298
83	1758279
83	1880295
83	2055311
86	328
86	35439
88	369
88	5641
90	153
90	5258
90	26622
91	15305
91	84465
93	745
93	5321
93	140214
95	196
97	3769
101	50
101	2986
102	126
102	497
102	659
102	787
102	1024
102	2011
102	3089
102	3959
102	5577
102	6114
102	6956
102	7765
102	8286
102	9643
102	11083
102	12222
102	12747
102	13476
102	14629
102	15909
102	17409
102	19456
102	36020
103	236
103	14459
103	92760
104	313
105	564
105	7824
109	507
109	213453
109	218421
110	326
110	887
110	1725
110	5583
110	19648
110	1069014
112	1298
112	7522
112	16733
113	213
113	1708
113	9147
113	47304
113	512222
114	894
115	324
115	6959
115	23891
116	149
116	1317
116	13276
116	30059
116	165517
117	396
117	2696
117	48356
118	241340
119	143
119	2771
119	14823
121	116
121	2259
121	13245
121	59307
121	172961
121	244194
121	314191
121	537279
121	990287
121	1499378
121	2296499
123	8296
123	27478
125	3
125	649
125	2109
125	11431
126	4
126	1390
126	5481
126	15705
126	29859
126	74717
126	695287
127	242
127	724
127	912
127	1548
127	3237
127	5540
127	7910
127	10776
127	13225
127	16512
127	18532
127	20039
127	20759
127	21824
127	23178
127	24823
127	27529
127	29859
127	33331
127	37011
127	42475
127	50667
127	65987
127	154708
127	259340
127	2195524
129	649
129	1330
129	5958
129	13021
129	21855
129	56009
129	130880
129	293572
129	348809
129	695769
129	966730
129	2242098
129	2356747
129	2385960
130	315
130	1119
130	4211
130	25483
130	37974
130	73706
131	341
131	957
131	1561
131	3661
131	6188
131	9008
131	13389
131	18631
131	23419
131	23529
131	28372
131	41882
131	48703
131	50580
131	54988
131	59857
131	63338
131	74664
131	78648
131	83156
131	86948
131	92065
131	96504
131	99622
131	103179
131	107786
131	116235
131	122815
131	125980
131	129020
131	134319
131	142986
131	187341
131	230537
131	345346
133	385
133	1968
133	7187
133	15305
133	21685
133	22563
133	24784
133	28437
133	34533
133	36877
133	41926
133	48353
133	94606
134	517
134	2138
134	5981
135	104
135	1314
135	6055
135	18987
135	38766
135	45780
135	79355
135	114069
135	146689
135	292762
135	478257
135	1810217
135	1917662
136	801
136	36201
136	317329
137	385
137	2123
137	16205
138	638
138	2266
138	5806
138	7983
138	9120
138	16717
138	24412
138	30099
138	35556
138	41257
138	48126
138	51891
138	55548
138	61352
138	63465
138	64705
138	70360
138	72103
138	74488
138	76083
138	77556
138	78779
138	79928
138	81667
138	83527
138	84677
138	86714
138	89777
138	94760
138	97175
138	100527
138	103444
138	108126
138	111630
138	115105
138	119923
138	127067
138	134405
138	138177
138	141492
138	144676
138	146363
138	152133
138	156720
138	186440
138	216928
138	239444
138	256290
138	274660
138	293942
138	324275
138	360168
138	389014
138	422269
138	468607
138	491361
138	511397
138	537907
138	554100
138	575071
138	600265
138	642825
138	703909
138	742068
138	781852
138	813302
138	846186
138	885269
138	919978
138	938168
138	954336
138	982346
138	1003115
138	1025889
138	1039473
138	1060394
138	1080704
138	1100298
138	1130861
138	1165044
138	1204178
138	1253063
138	1299109
138	1346954
138	1361733
138	1384951
138	1409997
138	1454824
138	1483336
138	1502125
138	1547567
